,EVENT MARKER,FLD TIME(sec.),RATIO_OF_MEANS_RG_corrected.1.1,RATIO_OF_MEANS_RG_corrected.1.2,RATIO_OF_MEANS_RG_corrected.1.3,RATIO_OF_MEANS_RG_corrected.1.4,RATIO_OF_MEANS_RG_corrected.1.5,RATIO_OF_MEANS_RG_corrected.1.6,RATIO_OF_MEANS_RG_corrected.1.7,RATIO_OF_MEANS_RG_corrected.1.8,RATIO_OF_MEANS_RG_corrected.1.9,RATIO_OF_MEANS_RG_corrected.1.10,RATIO_OF_MEANS_RG_corrected.1.11,RATIO_OF_MEANS_RG_corrected.1.12,RATIO_OF_MEANS_RG_corrected.1.13,RATIO_OF_MEANS_RG_corrected.1.14,RATIO_OF_MEANS_RG_corrected.1.15,RATIO_OF_MEANS_RG_corrected.1.16,RATIO_OF_MEANS_RG_corrected.1.17,RATIO_OF_MEANS_RG_corrected.1.18,RATIO_OF_MEANS_RG_corrected.1.19
118,,117.067467,0.329226,0.292814,1.173074,0.310135,0.417949,0.529802,0.363138,0.477375,0.456809,0.450381,0.533305,0.427001,0.353253,0.374445,0.358488,0.533016,0.441208,0.369135,3.226586
119,,118.075027,0.330755,0.292942,1.238483,0.310536,0.420874,0.539026,0.368101,0.499103,0.462941,0.451856,0.524314,0.421264,0.355789,0.374264,0.358548,0.526485,0.44167,0.373348,3.378711
120,,119.082344,0.331538,0.29298,1.19383,0.311688,0.42361,0.540494,0.365617,0.478434,0.461363,0.447164,0.51212,0.421015,0.354078,0.373165,0.356045,0.514954,0.438289,0.37408,3.172873
121,,120.073715,0.331039,0.295218,1.24983,0.311056,0.424686,0.541921,0.369215,0.511626,0.460109,0.445967,0.509498,0.423909,0.358036,0.375515,0.358577,0.515815,0.446173,0.374958,3.422364
122,,121.081329,0.335229,0.296065,1.231765,0.315433,0.429266,0.542397,0.372416,0.485095,0.46452,0.448079,0.540345,0.424221,0.357993,0.378358,0.353819,0.512723,0.448504,0.377056,3.45232
123,,122.072601,0.333544,0.296982,1.216013,0.314783,0.430155,0.539807,0.372993,0.502426,0.460779,0.449567,0.561662,0.425306,0.361353,0.377892,0.355358,0.50549,0.443481,0.375727,3.469133
124,,123.080147,0.331892,0.293864,1.22025,0.312517,0.42703,0.527089,0.367822,0.491592,0.460835,0.444426,0.544193,0.423344,0.357189,0.376982,0.351948,0.50069,0.442545,0.37265,3.507328
125,,124.071571,0.332745,0.295689,1.189313,0.31094,0.426042,0.530634,0.368187,0.482035,0.459022,0.441334,0.545038,0.419873,0.359828,0.375768,0.347353,0.497919,0.437666,0.375134,3.120924
126,,125.079033,0.332839,0.294627,1.239255,0.310305,0.425987,0.534361,0.367282,0.525698,0.456481,0.439302,0.550574,0.427157,0.355395,0.374992,0.348024,0.490786,0.436069,0.375412,3.544363
127,,126.086388,0.332772,0.294616,1.222426,0.313446,0.428039,0.538179,0.369538,0.497473,0.459096,0.440555,0.546943,0.432646,0.358452,0.377104,0.347973,0.491714,0.441006,0.375838,3.478199
128,,127.079346,0.335281,0.293711,1.220438,0.311808,0.427322,0.555299,0.370923,0.492587,0.46007,0.438715,0.53302,0.439863,0.359772,0.378929,0.348123,0.485385,0.439395,0.380229,3.449505
129,,128.085403,0.327084,0.288457,1.17751,0.306175,0.417339,0.536582,0.360801,0.472818,0.44773,0.428492,0.517079,0.425359,0.348643,0.367412,0.339098,0.476022,0.422778,0.369633,3.138332
130,,129.076614,0.331106,0.293021,1.216128,0.310335,0.425316,0.537759,0.36871,0.494516,0.456548,0.434049,0.515327,0.43469,0.355741,0.373634,0.343783,0.490111,0.432729,0.375024,3.401717
131,,130.083832,0.332608,0.294194,1.218897,0.310779,0.427743,0.531588,0.366272,0.481563,0.455816,0.430071,0.511533,0.43404,0.354706,0.376383,0.3442,0.492084,0.431399,0.376335,3.389703
132,,131.075195,0.332304,0.29373,1.206261,0.312729,0.425623,0.528558,0.369263,0.506486,0.456972,0.432437,0.504634,0.432946,0.353316,0.374946,0.344712,0.482498,0.428904,0.372909,3.445857
133,,132.082748,0.334267,0.294841,1.215282,0.312778,0.428169,0.526462,0.367337,0.480673,0.458211,0.436866,0.49792,0.4336,0.358414,0.376583,0.340822,0.484245,0.428656,0.378213,3.323722
134,,133.090012,0.335543,0.299364,1.216495,0.316075,0.431915,0.527435,0.369429,0.502122,0.46333,0.440517,0.496534,0.436624,0.358681,0.379552,0.346098,0.47921,0.429415,0.376899,3.555229
135,,134.081482,0.333113,0.295561,1.213574,0.312289,0.430487,0.519817,0.371245,0.502447,0.460516,0.44,0.489737,0.440107,0.358948,0.378742,0.342535,0.475713,0.426307,0.374427,3.546387
136,,135.090012,0.329105,0.293558,1.18926,0.309674,0.424809,0.516462,0.364621,0.483335,0.456059,0.436585,0.474501,0.428687,0.354224,0.377092,0.33934,0.476928,0.419743,0.374015,3.303774
137,,136.080246,0.327378,0.289885,1.20598,0.307812,0.423548,0.507125,0.361673,0.478864,0.454254,0.435919,0.471772,0.432417,0.353685,0.372833,0.336978,0.475703,0.416543,0.371533,3.221214
138,,137.087448,0.329147,0.291953,1.211825,0.308523,0.423672,0.526563,0.364481,0.464272,0.453797,0.445656,0.470494,0.429312,0.353417,0.374615,0.338844,0.486563,0.414128,0.370829,3.526957
139,,138.094757,0.331924,0.297602,1.245725,0.313033,0.431024,0.540934,0.374501,0.505599,0.462221,0.45012,0.471035,0.442038,0.357232,0.38041,0.342772,0.491494,0.423128,0.3778,3.490287
140,,139.086075,0.328672,0.291359,1.234287,0.309417,0.42444,0.524335,0.365716,0.506124,0.454103,0.446481,0.461864,0.440176,0.354541,0.37549,0.338873,0.486074,0.415199,0.371555,3.52822
141,,140.095184,0.326863,0.291428,1.204931,0.307428,0.424102,0.528854,0.365508,0.487314,0.453169,0.445574,0.458667,0.431175,0.352214,0.373964,0.335908,0.486224,0.418222,0.368894,3.277902
142,,141.084763,0.329537,0.291943,1.246218,0.308241,0.423799,0.522316,0.365573,0.495158,0.455356,0.448004,0.453991,0.42977,0.355269,0.372797,0.336342,0.479255,0.417282,0.372194,3.392585
143,,142.092117,0.333367,0.294205,1.275743,0.314077,0.431589,0.530195,0.370692,0.491158,0.459672,0.457302,0.45712,0.434949,0.358483,0.379736,0.341134,0.482361,0.422672,0.378132,3.52408
144,,143.099396,0.330813,0.295746,1.217829,0.310871,0.427919,0.525142,0.368038,0.501179,0.45923,0.455107,0.451933,0.434502,0.35652,0.376898,0.339735,0.479167,0.423932,0.377208,3.424246
145,,144.09079,0.330913,0.292521,1.229727,0.310775,0.427846,0.518987,0.366818,0.47591,0.456021,0.455896,0.44841,0.425538,0.356241,0.377197,0.339071,0.494799,0.42286,0.373035,3.491613
146,,145.098206,0.331251,0.294717,1.220841,0.310963,0.424694,0.51895,0.365972,0.496716,0.460315,0.455419,0.447126,0.429436,0.356742,0.376499,0.338935,0.506149,0.416975,0.377296,3.432325
147,,146.089447,0.335101,0.298632,1.264604,0.314213,0.433047,0.521073,0.377799,0.490491,0.462299,0.464695,0.484227,0.438183,0.361758,0.383289,0.340611,0.521782,0.427139,0.380349,3.428
148,,147.096893,0.328995,0.291501,1.248221,0.308315,0.422271,0.503078,0.367091,0.488477,0.452961,0.457441,0.501664,0.430272,0.35511,0.375949,0.337636,0.524927,0.42458,0.371492,3.662431
149,,148.088364,0.330407,0.294134,1.218732,0.311803,0.428919,0.512318,0.367867,0.510001,0.457671,0.463899,0.501302,0.433422,0.358063,0.377323,0.336896,0.523275,0.420385,0.37465,3.432043
150,,149.097458,0.329147,0.295179,1.217621,0.311894,0.425388,0.505858,0.368069,0.489824,0.456479,0.463076,0.524797,0.438969,0.355162,0.379021,0.339266,0.527967,0.422824,0.37346,3.550434
151,,150.103165,0.32811,0.292564,1.229235,0.310254,0.420787,0.504324,0.36596,0.505155,0.449403,0.460107,0.52444,0.432161,0.352998,0.374345,0.334162,0.512654,0.413084,0.373138,3.56693
152,,151.094696,0.324982,0.290541,1.20402,0.308187,0.421869,0.495481,0.365027,0.473129,0.450942,0.459113,0.545296,0.429975,0.35271,0.375628,0.334812,0.50619,0.413791,0.369344,3.167903
153,,152.101898,0.328936,0.290886,1.239643,0.311423,0.424463,0.509963,0.366312,0.491764,0.455103,0.464419,0.537582,0.43476,0.357231,0.378188,0.339785,0.507644,0.417838,0.372982,3.531471
154,,153.093292,0.327483,0.292222,1.200771,0.309897,0.423387,0.506193,0.363556,0.474829,0.455748,0.459149,0.527555,0.43102,0.354651,0.379055,0.336715,0.501742,0.416008,0.374099,3.447161
155,,154.100815,0.326863,0.290401,1.201758,0.307034,0.421027,0.499951,0.365173,0.478133,0.451567,0.452698,0.554254,0.42544,0.352795,0.376892,0.334292,0.490806,0.413611,0.37165,3.193246
156,,155.092911,0.328971,0.29043,1.21155,0.309565,0.421492,0.50675,0.363061,0.491525,0.454223,0.45093,0.540563,0.423799,0.350859,0.375196,0.337668,0.49015,0.412272,0.372002,3.420127
157,,156.099533,0.330152,0.293097,1.228681,0.313078,0.426409,0.531008,0.366904,0.485124,0.460755,0.449689,0.530747,0.426919,0.357717,0.380346,0.336566,0.487412,0.416286,0.375342,3.345909
158,,157.107071,0.330896,0.293257,1.265915,0.311698,0.425123,0.531692,0.367335,0.490242,0.456872,0.449399,0.555007,0.423812,0.356486,0.379089,0.337925,0.489017,0.417845,0.377274,3.383252
159,,158.098663,0.326759,0.291398,1.231439,0.309354,0.422156,0.526759,0.364754,0.487054,0.45527,0.442046,0.543525,0.417522,0.35379,0.376873,0.335847,0.521523,0.41369,0.375856,3.524247
160,,159.106018,0.335798,0.298371,1.23932,0.31739,0.431612,0.544736,0.372533,0.49419,0.469447,0.448974,0.576389,0.426223,0.364417,0.384421,0.340122,0.549776,0.422324,0.38444,3.353763
161,,160.097443,0.32709,0.292952,1.206245,0.310191,0.420731,0.523457,0.366557,0.487462,0.459422,0.442043,0.550314,0.413484,0.356719,0.375306,0.335346,0.553443,0.410155,0.372315,3.296337
162,,161.105103,0.325331,0.290354,1.185476,0.306863,0.418142,0.514441,0.360545,0.459475,0.452802,0.43649,0.532887,0.409385,0.351822,0.37483,0.330654,0.565251,0.407873,0.369822,3.387191
163,,162.096436,0.328657,0.290977,1.209037,0.308756,0.42126,0.51798,0.367553,0.477511,0.457523,0.441184,0.527053,0.411798,0.356711,0.374009,0.333223,0.587571,0.415254,0.375776,3.511081
164,,163.103699,0.328148,0.29148,1.212984,0.30846,0.419426,0.520445,0.367314,0.484753,0.456924,0.44241,0.516018,0.407912,0.352028,0.374201,0.336546,0.595222,0.412452,0.374597,3.453608
165,,164.095215,0.331815,0.293729,1.201515,0.311616,0.421607,0.521222,0.368658,0.496998,0.459645,0.446409,0.508442,0.409898,0.356957,0.377441,0.335263,0.601106,0.41402,0.378909,3.305142
166,,165.102615,0.330471,0.291221,1.201249,0.308999,0.420902,0.522186,0.367455,0.488402,0.460399,0.449675,0.503334,0.408275,0.356017,0.377741,0.336406,0.593097,0.410771,0.377917,3.457479
167,,166.110046,0.332636,0.294401,1.213351,0.312391,0.42604,0.5292,0.370734,0.484073,0.462815,0.453318,0.500489,0.405665,0.36044,0.379634,0.339848,0.589131,0.413836,0.379933,3.601507
168,,167.101273,0.33581,0.301037,1.24717,0.316539,0.433719,0.537876,0.374961,0.490413,0.467779,0.459483,0.498042,0.413933,0.365631,0.383669,0.341824,0.597584,0.41645,0.383247,3.583311
169,,168.108688,0.337683,0.29959,1.239295,0.317883,0.430493,0.534218,0.374204,0.507503,0.471004,0.45908,0.493706,0.411113,0.366164,0.385829,0.343143,0.594409,0.422723,0.386274,3.630668
170,,169.099945,0.329073,0.2903,1.270215,0.309311,0.42009,0.518491,0.366825,0.485415,0.459395,0.454386,0.476139,0.401403,0.356582,0.376513,0.335026,0.579645,0.411675,0.374452,3.669078
171,,170.107269,0.327907,0.2903,1.200725,0.311814,0.420435,0.514386,0.36939,0.471926,0.459052,0.454578,0.472354,0.396783,0.356763,0.373901,0.332746,0.588551,0.40836,0.373179,3.315265
172,,171.100525,0.326122,0.290357,1.224234,0.312403,0.419706,0.510683,0.363333,0.485444,0.457991,0.454373,0.462996,0.399947,0.355575,0.373497,0.333832,0.586698,0.409771,0.374358,3.619095
173,,172.106049,0.3301,0.294328,1.272755,0.315794,0.424035,0.511627,0.372264,0.516529,0.466289,0.462303,0.467582,0.405081,0.36139,0.378198,0.337133,0.605755,0.421276,0.378488,3.489131
174,,173.113525,0.323673,0.287518,1.199052,0.307449,0.412887,0.499869,0.361115,0.47572,0.454338,0.449776,0.450347,0.393037,0.348837,0.36968,0.325369,0.58645,0.407388,0.37076,3.499869
175,,174.10495,0.327697,0.293608,1.244308,0.316142,0.424156,0.507741,0.368358,0.493289,0.463371,0.458481,0.456303,0.397161,0.357024,0.376093,0.334305,0.588583,0.415275,0.375363,3.650935
176,,175.112762,0.328457,0.294126,1.184398,0.313462,0.422212,0.503008,0.364704,0.477371,0.459972,0.455543,0.450888,0.396787,0.358399,0.377524,0.335359,0.596628,0.413781,0.37514,3.416143
177,,176.103806,0.331143,0.296271,1.24175,0.317403,0.425411,0.510408,0.368607,0.502323,0.462158,0.462803,0.450009,0.399317,0.358713,0.380103,0.339514,0.61821,0.420444,0.378407,3.664273
178,,177.111221,0.329583,0.293116,1.219377,0.314928,0.424108,0.505081,0.367984,0.491782,0.462122,0.456268,0.445883,0.394329,0.358522,0.377958,0.336368,0.635924,0.414411,0.377327,3.537648
179,,178.11853,0.327752,0.293229,1.196062,0.313782,0.423579,0.518543,0.366133,0.490152,0.457145,0.451554,0.439555,0.392094,0.354096,0.377545,0.33155,0.624921,0.412917,0.374613,3.425359
180,,179.109741,0.330246,0.294991,1.259109,0.315216,0.425411,0.514515,0.369019,0.495548,0.459222,0.457288,0.4376,0.391646,0.361598,0.379071,0.335731,0.637955,0.410961,0.375507,3.725521
181,,180.117294,0.325775,0.289333,1.174398,0.311651,0.415795,0.50626,0.36259,0.481744,0.453971,0.450409,0.429249,0.385204,0.35619,0.371214,0.331297,0.634055,0.41031,0.371687,3.336762
182,,181.108826,0.329734,0.292475,1.240052,0.313756,0.422021,0.506603,0.366778,0.491176,0.457206,0.450071,0.430352,0.391651,0.359529,0.375329,0.333224,0.630888,0.412186,0.376735,3.628654
183,,182.116287,0.329182,0.292875,1.179479,0.315026,0.422705,0.503308,0.36645,0.500009,0.457619,0.4504,0.431269,0.38674,0.35828,0.376693,0.333051,0.622458,0.417394,0.377585,3.56437
184,,183.108459,0.332222,0.293007,1.235955,0.316143,0.425386,0.503397,0.368242,0.489897,0.459675,0.458029,0.434136,0.391005,0.360912,0.380162,0.334139,0.621951,0.418493,0.381793,3.569934
185,,184.115219,0.327526,0.290203,1.173612,0.312998,0.422126,0.491847,0.36465,0.487376,0.454561,0.449449,0.428585,0.383698,0.354551,0.37326,0.332377,0.615602,0.410274,0.374417,3.470147
186,,185.106674,0.331199,0.293062,1.213791,0.315442,0.425209,0.497486,0.368679,0.498528,0.459685,0.454125,0.43189,0.389308,0.358357,0.378769,0.336486,0.632456,0.41623,0.379027,3.568911
187,,186.113953,0.331378,0.292894,1.211343,0.314297,0.423681,0.50429,0.367734,0.49352,0.460035,0.454836,0.460261,0.388404,0.359368,0.377163,0.333425,0.64202,0.417254,0.376837,3.531623
188,,187.121475,0.329271,0.291782,1.193675,0.313111,0.423464,0.504636,0.366749,0.491945,0.45657,0.452681,0.459653,0.388681,0.357151,0.374081,0.332591,0.647846,0.415109,0.374565,3.492743
189,,188.112732,0.328555,0.29272,1.173869,0.313223,0.425341,0.50401,0.366436,0.479712,0.455344,0.44835,0.461768,0.387801,0.355649,0.375226,0.333349,0.657629,0.415235,0.374855,3.510818
190,,189.120041,0.32818,0.293294,1.200213,0.312879,0.425571,0.504347,0.364408,0.483118,0.456608,0.457924,0.463093,0.387043,0.357306,0.377426,0.335664,0.667793,0.414942,0.376168,3.428114
191,,190.111496,0.328102,0.291542,1.211908,0.312378,0.423926,0.500932,0.366595,0.496738,0.456373,0.46063,0.462443,0.38717,0.358129,0.375638,0.330629,0.659308,0.413743,0.37478,3.703968
192,,191.118942,0.33292,0.298268,1.217827,0.320615,0.43484,0.505092,0.37228,0.513197,0.4659,0.473548,0.471654,0.393699,0.368605,0.383506,0.341582,0.671356,0.423637,0.384037,3.49513
193,,192.127487,0.327526,0.291381,1.194487,0.311889,0.423992,0.49219,0.365392,0.491476,0.453809,0.465072,0.454957,0.386363,0.354089,0.37243,0.330505,0.64603,0.409376,0.373175,3.353246
194,,193.117508,0.334207,0.299334,1.240741,0.319948,0.435491,0.533357,0.377318,0.497383,0.465802,0.478428,0.461516,0.395611,0.36294,0.383861,0.340296,0.65357,0.419582,0.381514,3.618773
195,,194.12706,0.329258,0.293518,1.207081,0.314719,0.427797,0.524041,0.367407,0.500245,0.459283,0.47091,0.447688,0.386654,0.359489,0.377408,0.332264,0.635707,0.415771,0.37896,3.445416
196,,195.116592,0.332077,0.297005,1.21946,0.317734,0.433062,0.535772,0.371302,0.475485,0.463539,0.481401,0.45168,0.384119,0.363789,0.379645,0.335466,0.63541,0.424381,0.379302,3.617053
197,,196.124008,0.329678,0.297922,1.206745,0.315393,0.431748,0.551174,0.372382,0.466684,0.460747,0.48338,0.475376,0.385934,0.361323,0.380269,0.33516,0.625962,0.426843,0.3776,3.400584
198,,197.115356,0.330359,0.297292,1.237666,0.315745,0.430904,0.557674,0.368479,0.503568,0.457614,0.485486,0.469237,0.387536,0.359736,0.381275,0.334597,0.602007,0.426082,0.37891,3.742484
199,,198.122849,0.332243,0.29797,1.215527,0.318147,0.433413,0.551976,0.371411,0.500965,0.462942,0.489541,0.466514,0.385027,0.362865,0.385815,0.338398,0.593611,0.42362,0.38052,3.559753
200,,199.114075,0.328904,0.294016,1.208555,0.313831,0.426893,0.538853,0.368659,0.477342,0.457485,0.482098,0.455429,0.37914,0.3564,0.380297,0.336007,0.568173,0.415977,0.376604,3.648336
201,,200.121368,0.330607,0.293457,1.221036,0.315613,0.430529,0.539388,0.367263,0.489971,0.460473,0.484962,0.453698,0.381134,0.35853,0.380329,0.336767,0.559414,0.419134,0.377111,3.610847
202,,201.128998,0.328527,0.297488,1.227351,0.31596,0.430019,0.536732,0.368515,0.499639,0.459224,0.486147,0.451051,0.382903,0.359866,0.378345,0.337045,0.544157,0.420057,0.378424,3.587474
203,,202.120361,0.328007,0.295359,1.20309,0.31543,0.43067,0.539845,0.368572,0.470722,0.45569,0.478974,0.481831,0.384079,0.358862,0.378723,0.334556,0.532737,0.414465,0.378484,3.478561
204,,203.12767,0.325176,0.292562,1.208442,0.313332,0.427053,0.532221,0.368402,0.49409,0.455576,0.474587,0.467603,0.382251,0.357725,0.375733,0.333362,0.524444,0.411617,0.373981,3.59498
205,,204.118988,0.330874,0.297622,1.239729,0.318035,0.43424,0.537477,0.375763,0.485997,0.4642,0.479635,0.474885,0.39659,0.363336,0.382285,0.336723,0.519999,0.416311,0.37884,3.858764
206,,205.127731,0.326816,0.295713,1.241324,0.315136,0.431455,0.526621,0.371712,0.473235,0.460421,0.475045,0.467417,0.39317,0.359874,0.381224,0.334702,0.510029,0.413483,0.379996,3.825688
207,,206.117584,0.33276,0.300473,1.239908,0.321343,0.439027,0.534564,0.37701,0.495122,0.46785,0.480343,0.469229,0.395625,0.364234,0.386528,0.34073,0.509039,0.417635,0.383446,3.883894
208,,207.124863,0.332922,0.302273,1.236229,0.318974,0.437935,0.5352,0.375396,0.504989,0.466273,0.477653,0.461131,0.392035,0.366121,0.389403,0.342745,0.501253,0.420026,0.384707,3.669422
209,,208.116272,0.332835,0.300004,1.25585,0.318271,0.437075,0.539075,0.377083,0.502376,0.467557,0.471729,0.45472,0.392498,0.366636,0.385012,0.342733,0.493267,0.417685,0.385338,3.669571
210,,209.123795,0.325878,0.295078,1.175887,0.313654,0.427941,0.540242,0.370988,0.484699,0.458255,0.461414,0.446854,0.387265,0.359334,0.377461,0.332203,0.480934,0.411075,0.379618,3.441341
211,,210.131149,0.326717,0.293824,1.156641,0.314704,0.427004,0.532488,0.366077,0.488616,0.456592,0.456726,0.438985,0.381857,0.357928,0.381124,0.337581,0.479908,0.41007,0.378038,3.329839
212,,211.122726,0.327932,0.297774,1.213603,0.318294,0.43494,0.559706,0.372512,0.498219,0.463016,0.464604,0.444408,0.392066,0.36311,0.384786,0.339151,0.477988,0.412952,0.382604,3.697309
213,,212.130081,0.325012,0.295041,1.194992,0.312467,0.42721,0.540442,0.367311,0.473452,0.454239,0.455582,0.435472,0.383876,0.35921,0.379559,0.336702,0.469404,0.40897,0.374954,3.622661
214,,213.121552,0.330419,0.299132,1.233935,0.320066,0.436336,0.552566,0.375901,0.503643,0.465231,0.465295,0.447838,0.397481,0.366822,0.385068,0.343212,0.471576,0.416512,0.382057,3.79109
215,,214.128967,0.330802,0.299115,1.228044,0.317836,0.43729,0.541386,0.369273,0.496432,0.462327,0.463273,0.440932,0.393488,0.364925,0.38701,0.342764,0.467372,0.419514,0.384793,3.824847
216,,215.120361,0.325511,0.290456,1.193275,0.311329,0.427294,0.538382,0.36393,0.478686,0.454043,0.450978,0.430772,0.38787,0.357719,0.377263,0.338877,0.456183,0.410947,0.37556,3.508424
217,,216.127762,0.323599,0.289894,1.204949,0.309715,0.425674,0.52996,0.364235,0.4694,0.451514,0.451206,0.425964,0.386528,0.353741,0.375804,0.337306,0.447339,0.408614,0.372693,3.731601
218,,217.135086,0.326759,0.291408,1.180308,0.312035,0.431669,0.530788,0.367784,0.475605,0.457078,0.457834,0.43156,0.385739,0.358114,0.380526,0.338546,0.449839,0.41519,0.376449,3.579089
219,,218.126526,0.327749,0.293986,1.219692,0.315418,0.433106,0.530718,0.370521,0.48155,0.460645,0.461042,0.428344,0.391713,0.360022,0.382154,0.341049,0.452609,0.477821,0.380553,3.608147
220,,219.13382,0.321971,0.291256,1.213679,0.310357,0.425642,0.514357,0.365901,0.4842,0.45333,0.458727,0.422356,0.381184,0.354726,0.37419,0.339297,0.441063,0.458121,0.373167,3.679788
221,,220.125183,0.326533,0.293197,1.190025,0.312898,0.431102,0.517039,0.37183,0.471102,0.456057,0.46261,0.423504,0.386663,0.357171,0.377281,0.340964,0.442211,0.457839,0.377993,3.663626
222,,221.13237,0.325766,0.290442,1.227636,0.313241,0.428495,0.511924,0.373523,0.487467,0.455717,0.464143,0.418374,0.3838,0.361094,0.380673,0.339569,0.435195,0.463158,0.374666,3.644045
223,,222.123703,0.328837,0.295247,1.215269,0.317571,0.435818,0.523973,0.378192,0.483109,0.462417,0.471816,0.427695,0.389831,0.361422,0.386458,0.345595,0.44731,0.468191,0.383202,3.682555
224,,223.130966,0.330339,0.295338,1.241197,0.31626,0.434791,0.519847,0.381762,0.521359,0.463405,0.469231,0.424998,0.390575,0.36445,0.384819,0.349842,0.445302,0.46546,0.384552,3.718148
225,,224.13829,0.326735,0.292106,1.223247,0.312331,0.430881,0.508773,0.37746,0.495562,0.458302,0.477678,0.427013,0.387467,0.361966,0.380232,0.344145,0.438914,0.458808,0.381315,3.718464
226,,225.129654,0.325866,0.292407,1.225457,0.314837,0.430179,0.507591,0.375516,0.474926,0.460568,0.47506,0.426811,0.385555,0.359606,0.382127,0.345272,0.4323,0.449631,0.380902,3.749148
227,,226.136978,0.329324,0.293734,1.238314,0.315313,0.431388,0.542217,0.377341,0.491548,0.45899,0.48051,0.429966,0.389008,0.361899,0.380605,0.346498,0.436009,0.447705,0.382494,3.828605
228,,227.128601,0.324772,0.29151,1.184888,0.312977,0.429105,0.539689,0.374481,0.485062,0.456035,0.482853,0.426912,0.385429,0.36019,0.379553,0.342622,0.432891,0.444677,0.381054,3.622241
229,,228.136002,0.324203,0.290814,1.202514,0.31066,0.42902,0.550334,0.370679,0.485401,0.456404,0.480938,0.424742,0.384122,0.357471,0.378338,0.339557,0.428215,0.444641,0.377589,3.582078
230,,229.127441,0.324752,0.290929,1.199562,0.312989,0.429644,0.551786,0.37118,0.502949,0.45616,0.479791,0.427401,0.38266,0.358737,0.37889,0.341546,0.424635,0.446327,0.376595,3.622362
231,,230.134979,0.32776,0.296556,1.21791,0.317074,0.437628,0.55232,0.376391,0.477613,0.462024,0.487609,0.488518,0.390952,0.365042,0.383999,0.346427,0.4303,0.451186,0.384577,3.855194
232,,231.126343,0.331176,0.299142,1.226593,0.320596,0.439112,0.558894,0.379474,0.49868,0.467379,0.494625,0.485992,0.393969,0.366079,0.389537,0.346917,0.43227,0.450951,0.386594,3.651212
233,,232.133682,0.327521,0.293295,1.225699,0.313835,0.433101,0.547454,0.372213,0.511856,0.459086,0.489967,0.474427,0.391456,0.361185,0.382275,0.34423,0.420941,0.443111,0.383304,3.72066
234,,233.1409,0.326348,0.294037,1.242317,0.315164,0.435783,0.543594,0.375738,0.475015,0.459191,0.48353,0.467128,0.386766,0.357467,0.382452,0.34324,0.418891,0.4429,0.381725,3.581133
235,,234.132339,0.321251,0.291427,1.222213,0.310554,0.428397,0.53766,0.372748,0.492135,0.455668,0.476229,0.455314,0.38679,0.356722,0.377452,0.339269,0.413806,0.436515,0.377973,3.67619
236,,235.139648,0.325781,0.292965,1.239342,0.313353,0.433007,0.535352,0.374515,0.499963,0.459239,0.482108,0.456446,0.393496,0.359952,0.383018,0.341415,0.417333,0.435814,0.380605,3.969966
237,,236.131149,0.325657,0.294265,1.193483,0.313061,0.429408,0.529951,0.374679,0.474772,0.461251,0.483305,0.456301,0.394534,0.359038,0.380931,0.342989,0.416573,0.434913,0.381612,3.646042
238,,237.138626,0.32691,0.295983,1.217395,0.314184,0.434354,0.542832,0.373117,0.486868,0.461587,0.485798,0.488036,0.40002,0.362479,0.382227,0.343263,0.412431,0.432087,0.384398,3.401926
239,,238.145737,0.32735,0.296404,1.21922,0.316093,0.432233,0.554748,0.373613,0.483067,0.459847,0.485129,0.480631,0.395161,0.360533,0.383725,0.344698,0.412583,0.430808,0.384606,3.805769
240,,239.137238,0.324177,0.29304,1.20328,0.313543,0.430668,0.556619,0.374423,0.490901,0.459698,0.479395,0.473433,0.395477,0.360422,0.382148,0.342088,0.410099,0.431708,0.379559,3.689014
